Hiragana,Romaji,Kanji,English_Meaning,Example
すいせん,suisen,推薦,recommendation,推薦…すいせん
すいそ,suiso,水素,hydrogen,水素…すいそ
すいそう,suisou,吹奏,playing wind instruments,吹奏…すいそう
すいそく,suisoku,推測,guess;conjecture,推測…すいそく
すいちょく,suichoku,垂直,vertical;perpendicular,垂直…すいちょく
すいてい,suitei,推定,presumption;assumption;estimation,推定…すいてい
すいてき,suiteki,水滴,drop of water,水滴…すいてき
すいでん,suiden,水田,(water-filled) paddy field,水田…すいでん
すいとう,suitou,水筒,canteen;flask;water bottle,水筒…すいとう
すいどう,suidou,水道,water service;water supply,水道…すいどう
すいぶん,suibun,水分,moisture,水分…すいぶん
すいへい,suihei,水平,water level;horizon,水平…すいへい
すいへいせん,suiheisen,水平線,horizon,水平線…すいへいせん
すいみん,suimin,睡眠,sleep,睡眠…すいみん
すいめん,suimen,水面,water's surface,水面…すいめん
すいよう,suiyou,水曜,Wednesday,水曜…すいよう
すいり,suiri,推理,reasoning;inference;mystery or detective genre (movie  novel  etc.),推理…すいり
すう,suu,吸う,to smoke;to breathe in;to suck,吸う…すう
すうがく,suugaku,数学,mathematics;arithmetic,数学…すうがく
すうし,suushi,数詞,numeral,数詞…すうし
すうじ,suuji,数字,numeral;figure,数字…すうじ
すうはい,suuhai,崇拝,worship;adoration;admiration;cult,崇拝…すうはい
すえっこ,sueko,末っ子,youngest child,末っ子…すえっこ
すえつける,suetsukeru,据え付ける,to install;to equip;to mount,据え付ける…すえつける
すえる,sueru,据える,to set (table);to lay (foundation);to place (gun);to apply (moxa),据える…すえる
すがすがしい,sugasugashii,清々しい,fresh;refreshing,清々しい…すがすがしい
すがた,sugata,姿,figure;shape;appearance,姿…すがた
すき,suki,好き,liking;fondness;love,好き…すき
すききらい,sukikirai,好き嫌い,likes and dislikes;taste,好き嫌い…すききらい
すきずき,sukizuki,好き好き,matter of taste,好き好き…すきずき
すきとおる,sukitooru,透き通る,to be(come) transparent,透き通る…すきとおる
すきま,sukima,隙間,crevice;crack;gap;opening,隙間…すきま
すぎ,sugi,杉,Japanese cedar,杉…すぎ
すぎ,sugi,過ぎ,past;after,過ぎ…すぎ
すぎる,sugiru,過ぎる,to pass;to go beyond;to elapse;to exceed,過ぎる…すぎる
すぎる,sugiru,過ぎる,to pass;to go beyond;to elapse;to exceed,過ぎる…すぎる
すくい,sukui,救い,help;aid;relief,救い…すくい
すくう,sukuu,掬う,to scoop;to ladle out,掬う…すくう
すくう,sukuu,救う,to rescue from;to help out of,救う…すくう
すくない,sukunai,少ない,few;a little;scarce;insufficient;seldom,少ない…すくない
すくなくとも,sukunakutomo,少なくとも,at least,少なくとも…すくなくとも
すぐ,sugu,直ぐ,immediately;soon;easily;right (near);honest;upright,直ぐ…すぐ
すぐれる,sugureru,優れる,to surpass;to outstrip;to excel,優れる…すぐれる
すこし,sukoshi,少し,small quantity;little;few;something;little while;short distance,少し…すこし
すこしも,sukoshimo,少しも,anything of;not one bit,少しも…すこしも
すこやか,sukoyaka,健やか,vigorous;healthy;sound,健やか…すこやか
すごい,sugoi,凄い,terrible;dreadful;terrific;amazing;great;wonderful;to a great extent,凄い…すごい
すごす,sugosu,過ごす,to pass;to spend;to go through;to tide over,過ごす…すごす
すじ,suji,筋,muscle;string;line;stripe;plot;plan;sinew,筋…すじ
すすぐ,susugu,濯ぐ,to rinse;to wash out,濯ぐ…すすぐ
すすぐ,susugu,濯ぐ,to rinse;to wash out,濯ぐ…すすぐ
すすみ,susumi,進み,progress,進み…すすみ
すすむ,susumu,進む,to make progress;to advance;to improve,進む…すすむ
すすめ,susume,勧め,recommendation;advice;encouragement,勧め…すすめ
すすめる,susumeru,進める,to advance;to promote;to hasten,進める…すすめる
すすめる,susumeru,勧める,to recommend;to advise;to encourage;to offer (wine),勧める…すすめる
すず,suzu,鈴,bell,鈴…すず
すずしい,suzushii,涼しい,cool;refreshing,涼しい…すずしい
すずむ,suzumu,涼む,to cool oneself;to cool off;to enjoy evening cool,涼む…すずむ
すそ,suso,裾,(trouser) cuff;(skirt) hem;cut edge of a hairdo;foot of mountain,裾…すそ
すたれる,sutareru,廃れる,to go out of use;to become obsolete;to die out;to go out of fashion,廃れる…すたれる
すっかり,sukkari,,all;completely;thoroughly,…すっかり
すっきり,sukkiri,,shapely;clear;neat,…すっきり
すっと,suto,,straight;quickly;directly;all of a sudden;quietly;gently;softly,…すっと
すっぱい,suppai,酸っぱい,sour;acid,酸っぱい…すっぱい
すてき,suteki,素敵,lovely;dreamy;beautiful;great;fantastic;superb;cool;capital,素敵…すてき
すてる,suteru,捨てる,to throw away;to cast aside;to abandon;to resign,捨てる…すてる
すてる,suteru,捨てる,to throw away;to cast aside;to abandon;to resign,捨てる…すてる
すでに,sudeni,既に,already;too late,既に…すでに
すな,suna,砂,sand;grit,砂…すな
すなお,sunao,素直,obedient;meek;docile;unaffected,素直…すなお
すなわち,sunawachi,即ち,that is;namely;i.e.,即ち…すなわち
すばしこい,subashikoi,,nimble;smart;quick,…すばしこい
すばやい,subayai,素早い,fast;quick;prompt;agile,素早い…すばやい
すばらしい,subarashii,素晴らしい,wonderful;splendid;magnificent,素晴らしい…すばらしい
すべて,subete,全て,all;the whole;entirely;in general;wholly,全て…すべて
すべる,suberu,滑る,to glide;to slide;to slip,滑る…すべる
すまい,sumai,住まい,dwelling;house;residence;address,住まい…すまい
すます,sumasu,済ます,to finish;to get it over with;to settle;to conclude;to pay back,済ます…すます
すます,sumasu,澄ます,to clear;to make clear;to be unruffled;to look unconcerned;to look demure;look prim;put on airs,澄ます…すます
すます,sumasu,済ます,to finish;to get it over with;to settle;to conclude;to pay back,済ます…すます
すませる,sumaseru,済ませる,to be finished,済ませる…すませる
すまない,sumanai,済まない,sorry (phrase),済まない…すまない
すみ,sumi,墨,ink,墨…すみ
すみ,sumi,隅,corner;nook,隅…すみ
すみません,sumimasen,済みません,sorry;excuse me,済みません…すみません
すむ,sumu,住む,to abide;to reside;to live in;to inhabit;to dwell,住む…すむ
すむ,sumu,済む,to finish;to end;to be completed,済む…すむ
すむ,sumu,澄む,to clear (e.g. weather);to become transparent,澄む…すむ
すむ,sumu,済む,to finish;to end;to be completed,済む…すむ
すめらぎ,sumeragi,天皇,Emperor of Japan,天皇…すめらぎ
すもう,sumou,相撲,sumo wrestling,相撲…すもう
すり,suri,刷り,printing,刷り…すり
する,suru,刷る,to print,刷る…する
する,suru,為る,to do;to try;to play;to practice;to cost;to serve as;to pass;to elapse,為る…する
する,suru,剃る,to shave,剃る…する
する,suru,為る,to do;to try;to play;to practice;to cost;to serve as;to pass;to elapse,為る…する
すると,suruto,,thereupon;hereupon,…すると
するどい,surudoi,鋭い,pointed;sharp,鋭い…するどい
すれちがい,surechigai,擦れ違い,chance encounter,擦れ違い…すれちがい
すれちがう,surechigau,すれ違う,to pass by one another;to disagree;to miss each other,すれ違う…すれちがう
すれる,sureru,擦れる,to rub;to chafe;to wear;to become sophisticated,擦れる…すれる
すわる,suwaru,座る,to sit,座る…すわる
すんなり,sunnari,,pass with no objection;slim;slender,…すんなり
すんぽう,sunpou,寸法,measurement;size;dimension,寸法…すんぽう
ず,zu,図,figure (e.g. Fig 1);drawing;picture;illustration,図…ず
ずいひつ,zuihitsu,随筆,essays;miscellaneous writings,随筆…ずいひつ
ずいぶん,zuibun,随分,extremely,随分…ずいぶん
ずうずうしい,zuuzuushii,図々しい,impudent;shameless,図々しい…ずうずうしい
ずかん,zukan,図鑑,picture book,図鑑…ずかん
ずけい,zukei,図形,figure,図形…ずけい
ずっと,zuto,,consecutively;throughout;a lot,…ずっと
ずつう,zutsuu,頭痛,headache,頭痛…ずつう
ずのう,zunou,頭脳,head;brains;intellect,頭脳…ずのう
ずばり,zubari,,decisively;decidedly;once and for all;unreservedly;frankly,…ずばり
ずひょう,zuhyou,図表,chart;diagram;graph,図表…ずひょう
ずぶぬれ,zubunure,ずぶ濡れ,soaked;dripping wet,ずぶ濡れ…ずぶぬれ
ずらす,zurasu,,to put off;to delay,…ずらす
ずらっと,zurato,,in a line;in a row,…ずらっと
ずるい,zurui,狡い,sly;cunning,狡い…ずるい
ずるずる,zuruzuru,,sound or act of dragging;loose;inconclusive but unwanted situation;trailingly,…ずるずる
ずれ,zure,,gap;slippage,…ずれ
ずれる,zureru,,to slide;to slip off,…ずれる
せい,sei,正,(logical) true;regular,正…せい
せい,sei,姓,surname;family name,姓…せい
せい,sei,背,height;stature,背…せい
せい,sei,制,system;organization;imperial command;laws;regulation;control;government;suppression;restraint;holding back;establishment,制…せい
せい,sei,製,-made;make,製…せい
せいいく,seiiku,生育,growth;development;breeding,生育…せいいく
せいか,seika,成果,results;fruits,成果…せいか
せいかい,seikai,正解,correct;right;correct interpretation (answer  solution),正解…せいかい
せいかく,seikaku,性格,character;personality,性格…せいかく
せいかく,seikaku,正確,accurate;punctuality;exactness;authenticity;veracity,正確…せいかく
せいかつ,seikatsu,生活,living;life (one's daily existence);livelihood,生活…せいかつ
せいき,seiki,正規,regular;legal;formal;established;legitimate,正規…せいき
せいき,seiki,世紀,century;era,世紀…せいき
せいきゅう,seikyuu,請求,claim;demand;application;request,請求…せいきゅう
せいぎ,seigi,正義,justice;right;righteousness;correct meaning,正義…せいぎ
せいけい,seikei,生計,livelihood;living,生計…せいけい
せいけつ,seiketsu,清潔,clean,清潔…せいけつ
せいけん,seiken,政権,administration;political power,政権…せいけん
せいげん,seigen,制限,restriction;restraint;limitation,制限…せいげん
せいこう,seikou,精巧,elaborate;delicate;exquisite,精巧…せいこう
せいこう,seikou,成功,success;hit,成功…せいこう
せいさい,seisai,制裁,restraint;sanctions;punishment,制裁…せいさい
せいさく,seisaku,政策,political measures;policy,政策…せいさく
せいさく,seisaku,製作,manufacture;production,製作…せいさく
せいさん,seisan,清算,liquidation;settlement,清算…せいさん
せいさん,seisan,生産,production;manufacture,生産…せいさん
せいざ,seiza,星座,constellation,星座…せいざ
せいし,seishi,生死,life and death,生死…せいし
せいし,seishi,静止,stillness;repose;standing still,静止…せいし
せいしき,seishiki,正式,due form;official;formality,正式…せいしき
せいしつ,seishitsu,性質,nature;property;disposition,性質…せいしつ
せいしゅん,seishun,青春,youth;springtime of life;adolescent,青春…せいしゅん
せいしょ,seisho,聖書,Bible;scriptures,聖書…せいしょ
せいしょ,seisho,清書,clean copy,清書…せいしょ
せいしょうねん,seishounen,青少年,youth;young person,青少年…せいしょうねん
せいしん,seishin,精神,mind;soul;heart;spirit;intention,精神…せいしん
せいじ,seiji,政治,politics;government,政治…せいじ
せいじつ,seijitsu,誠実,sincere;honest;faithful,誠実…せいじつ
せいじゅく,seijyuku,成熟,maturity;ripeness,成熟…せいじゅく
せいじゅん,seijyun,清純,purity;innocence,清純…せいじゅん
せいじょう,seijyou,正常,normalcy;normality;normal,正常…せいじょう
